0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
EURO FX - CHICAGO MERCANTILE EXCHANGE,120131,2012-01-31,099741,CME,00,099,305328,132441,38092,695,57576,31232,4275,70584,161936,1724,5337,8299,756,273388,247009,31940,58319,-10022,-11357,3671,91,3925,-616,-603,-67,-12235,146,-658,913,230,-8293,-8403,-1729,-1619,100.0,43.4,12.5,0.2,18.9,10.2,1.4,23.1,53.0,0.6,1.7,2.7,0.2,89.5,80.9,10.5,19.1,181,23,14,4,17,16,11,23,66,14,4,18,.,82,131,49.3,32.0,60.9,40.4,49.1,32.0,60.7,40.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120124,2012-01-24,099741,CME,00,099,315350,143798,34421,604,53651,31848,4878,70651,174171,1578,5995,7386,526,281681,255412,33669,59938,14388,8519,2144,195,1377,-1239,-27,2944,16254,472,-24,-3457,214,13670,14556,718,-168,100.0,45.6,10.9,0.2,17.0,10.1,1.5,22.4,55.2,0.5,1.9,2.3,0.2,89.3,81.0,10.7,19.0,182,23,12,5,17,17,11,27,64,13,5,17,.,87,126,48.5,32.7,60.9,42.5,48.1,32.7,60.6,42.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120117,2012-01-17,099741,CME,00,099,300962,135279,32277,409,52274,33087,4905,67707,157917,1106,6019,10843,312,268011,240856,32951,60106,6699,4219,4281,-11,1711,1229,27,-395,1928,74,-430,-3021,150,5345,4657,1354,2042,100.0,44.9,10.7,0.1,17.4,11.0,1.6,22.5,52.5,0.4,2.0,3.6,0.1,89.1,80.0,10.9,20.0,182,24,10,4,18,17,11,23,67,14,4,19,.,84,129,48.6,31.1,60.6,39.3,48.2,31.1,60.2,39.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120110,2012-01-10,099741,CME,00,099,294263,131060,27996,420,50563,31858,4878,68102,155989,1032,6449,13864,162,262666,236199,31597,58064,11473,11889,1278,-299,2610,1192,226,1429,6063,224,-7771,317,0,8308,9001,3165,2472,100.0,44.5,9.5,0.1,17.2,10.8,1.7,23.1,53.0,0.4,2.2,4.7,0.1,89.3,80.3,10.7,19.7,183,26,9,7,17,17,10,24,68,16,5,17,.,88,129,47.5,30.0,59.3,37.8,47.1,29.9,58.9,37.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,120103,2012-01-03,099741,CME,00,099,282790,119171,26718,719,47953,30666,4652,66673,149926,808,14220,13547,162,254358,227198,28432,55592,6768,-3304,-311,564,-1724,-1891,-72,8675,5918,-177,-110,1409,0,3852,5440,2916,1328,100.0,42.1,9.4,0.3,17.0,10.8,1.6,23.6,53.0,0.3,5.0,4.8,0.1,89.9,80.3,10.1,19.7,182,23,10,6,16,17,10,30,63,11,6,17,.,85,125,46.2,31.3,57.6,39.2,45.9,31.3,57.3,39.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131231,2013-12-31,099741,CME,00,099,242071,27927,30789,1856,41193,68954,5199,96557,42201,4851,16952,30525,449,194984,184824,47087,57247,1865,1558,-448,485,426,725,174,1003,649,92,-3296,1068,-17,425,2728,1440,-863,100.0,11.5,12.7,0.8,17.0,28.5,2.1,39.9,17.4,2.0,7.0,12.6,0.2,80.5,76.4,19.5,23.6,177,13,18,7,15,25,14,31,34,12,17,24,6,97,119,32.2,22.9,42.6,31.5,32.2,22.2,42.6,30.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131224,2013-12-24,099741,CME,00,099,240206,26369,31237,1371,40767,68229,5025,95554,41552,4759,20248,29457,466,194559,182096,45647,58110,9251,2172,6541,449,-1344,2421,120,3747,-637,766,3746,1003,-33,9623,10630,-372,-1379,100.0,11.0,13.0,0.6,17.0,28.4,2.1,39.8,17.3,2.0,8.4,12.3,0.2,81.0,75.8,19.0,24.2,180,11,20,8,15,25,14,32,33,10,18,26,6,96,122,31.6,22.8,42.0,31.2,31.6,22.2,42.0,30.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131217,2013-12-17,099741,CME,00,099,230955,24197,24696,922,42111,65808,4905,91807,42189,3993,16502,28454,499,184936,171466,46019,59489,-71145,-31038,-23981,-35343,569,4134,-160,8086,-4976,-4398,-5142,2459,-244,-67670,-62509,-3475,-8636,100.0,10.5,10.7,0.4,18.2,28.5,2.1,39.8,18.3,1.7,7.1,12.3,0.2,80.1,74.2,19.9,25.8,183,13,19,6,17,23,15,32,37,11,15,27,5,98,122,31.3,22.5,42.1,31.1,31.3,21.8,42.1,30.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131210,2013-12-10,099741,CME,00,099,302100,55235,48677,36265,41542,61674,5065,83721,47165,8391,21644,25995,743,252606,233975,49494,68125,48447,-1248,6301,29685,1889,4366,-91,10571,-1839,-1769,460,4094,494,39991,41241,8456,7206,100.0,18.3,16.1,12.0,13.8,20.4,1.7,27.7,15.6,2.8,7.2,8.6,0.2,83.6,77.4,16.4,22.6,186,15,19,13,16,21,14,36,42,19,15,22,5,112,125,25.5,23.0,36.1,32.3,24.8,17.8,34.2,25.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131203,2013-12-03,099741,CME,00,099,253653,56483,42376,6580,39653,57308,5156,73150,49004,10160,21184,21901,249,212615,192734,41038,60919,10604,-2500,6566,2378,224,1698,24,7514,-3049,-402,135,844,37,7410,8096,3194,2508,100.0,22.3,16.7,2.6,15.6,22.6,2.0,28.8,19.3,4.0,8.4,8.6,0.1,83.8,76.0,16.2,24.0,181,17,19,10,15,22,15,30,40,17,18,20,5,104,124,26.9,21.3,38.6,29.2,26.9,20.0,38.6,27.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131126,2013-11-26,099741,CME,00,099,243049,58983,35810,4202,39429,55610,5132,65636,52053,10562,21049,21057,212,205205,184638,37844,58411,10723,12476,-6935,1273,444,-663,-523,-7904,5626,4518,1321,6543,-720,10885,9119,-162,1604,100.0,24.3,14.7,1.7,16.2,22.9,2.1,27.0,21.4,4.3,8.7,8.7,0.1,84.4,76.0,15.6,24.0,174,18,17,9,15,20,15,26,44,16,14,20,4,96,122,27.4,21.1,40.7,29.3,27.4,20.3,40.7,28.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131119,2013-11-19,099741,CME,00,099,232326,46507,42745,2929,38985,56273,5655,73540,46427,6044,19728,14514,932,194320,175519,38006,56807,3160,4615,1161,381,370,1592,-1,-1353,791,-405,-182,1936,181,3606,5636,-446,-2476,100.0,20.0,18.4,1.3,16.8,24.2,2.4,31.7,20.0,2.6,8.5,6.2,0.4,83.6,75.5,16.4,24.5,179,16,19,9,14,23,14,28,40,16,14,25,5,95,128,29.0,20.8,40.9,29.0,29.0,20.0,40.9,28.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131112,2013-11-12,099741,CME,00,099,229166,41892,41584,2548,38615,54681,5656,74893,45636,6449,19910,12578,751,190714,169883,38452,59283,-23388,6221,-29436,-727,-658,625,160,-13277,1042,845,-3381,-2667,-2046,-12863,-32204,-10525,8816,100.0,18.3,18.1,1.1,16.9,23.9,2.5,32.7,19.9,2.8,8.7,5.5,0.3,83.2,74.1,16.8,25.9,167,16,17,9,14,22,14,25,37,18,15,21,6,95,119,29.7,20.4,42.6,28.9,29.4,19.7,42.2,28.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131105,2013-11-05,099741,CME,00,099,252554,35671,71020,3275,39273,54056,5496,88170,44594,5604,23291,15245,2797,203577,202087,48977,50467,-30369,1836,-36869,955,-651,4773,-18,-28940,6038,1329,-642,-2090,384,-25747,-25498,-4622,-4871,100.0,14.1,28.1,1.3,15.6,21.4,2.2,34.9,17.7,2.2,9.2,6.0,1.1,80.6,80.0,19.4,20.0,186,14,20,10,15,22,15,35,36,18,19,25,6,109,126,28.2,22.7,38.9,32.6,28.0,21.8,38.7,31.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131029,2013-10-29,099741,CME,00,099,282923,33835,107889,2320,39924,49283,5514,117110,38556,4275,23933,17335,2413,229324,227585,53599,55338,4784,3872,2608,-432,107,1467,278,-1329,1308,12,1825,-813,-239,4094,4189,690,595,100.0,12.0,38.1,0.8,14.1,17.4,1.9,41.4,13.6,1.5,8.5,6.1,0.9,81.1,80.4,18.9,19.6,191,14,23,11,16,20,14,42,32,13,22,22,5,115,119,30.5,28.0,41.4,38.9,30.5,27.8,41.4,37.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131022,2013-10-22,099741,CME,00,099,278139,29963,105281,2752,39817,47816,5236,118439,37248,4263,22108,18148,2652,225230,223396,52909,54743,20940,3316,21366,-239,1690,-6184,534,7660,2188,-330,421,-101,332,13384,17566,7556,3374,100.0,10.8,37.9,1.0,14.3,17.2,1.9,42.6,13.4,1.5,7.9,6.5,1.0,81.0,80.3,19.0,19.7,196,15,23,7,16,21,14,49,32,12,20,20,5,121,113,29.5,27.0,40.4,38.4,29.5,26.9,40.4,36.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131015,2013-10-15,099741,CME,00,099,257199,26647,83915,2991,38127,54000,4702,110779,35060,4593,21687,18249,2320,211846,205830,45353,51369,-6660,4150,-2906,-916,723,-4361,-118,-8195,2141,141,963,-239,-382,-3634,-6640,-3026,-20,100.0,10.4,32.6,1.2,14.8,21.0,1.8,43.1,13.6,1.8,8.4,7.1,0.9,82.4,80.0,17.6,20.0,187,14,22,6,14,23,12,35,37,13,19,23,4,104,118,31.6,25.3,43.4,35.9,31.6,24.6,43.4,34.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131008,2013-10-08,099741,CME,00,099,263859,22497,86821,3907,37404,58361,4820,118974,32919,4452,20724,18488,2702,215480,212470,48379,51389,8792,3665,3181,2417,-477,1944,-403,3200,-2351,571,-1969,48,693,7697,6100,1095,2692,100.0,8.5,32.9,1.5,14.2,22.1,1.8,45.1,12.5,1.7,7.9,7.0,1.0,81.7,80.5,18.3,19.5,193,14,23,6,15,24,13,38,35,11,20,24,5,106,122,31.9,26.2,42.7,37.1,31.9,25.6,42.7,36.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,131001,2013-10-01,099741,CME,00,099,255067,18832,83640,1490,37881,56417,5223,115774,35270,3881,22693,18440,2009,207783,206370,47284,48697,603,1566,5680,218,34,-2716,-203,-3957,-5842,1614,2103,899,125,1500,-225,-897,828,100.0,7.4,32.8,0.6,14.9,22.1,2.0,45.4,13.8,1.5,8.9,7.2,0.8,81.5,80.9,18.5,19.1,194,13,23,8,15,22,13,39,38,7,20,24,4,104,122,32.0,25.8,42.9,36.4,32.0,25.2,42.9,35.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130924,2013-09-24,099741,CME,00,099,254464,17266,77960,1272,37847,59133,5426,119731,41112,2267,20590,17541,1884,206283,206595,48181,47869,36200,-4634,47777,249,1378,-2847,457,29210,-9028,239,1088,2893,-104,27883,39636,8317,-3436,100.0,6.8,30.6,0.5,14.9,23.2,2.1,47.1,16.2,0.9,8.1,6.9,0.7,81.1,81.2,18.9,18.8,198,13,22,5,15,23,13,41,43,6,20,21,4,102,124,31.8,25.5,42.9,36.4,31.8,24.8,42.8,35.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130917,2013-09-17,099741,CME,00,099,218264,21900,30183,1023,36469,61980,4969,90521,50140,2028,19502,14648,1988,178400,166959,39864,51305,-39705,-19231,3097,-22132,1295,-574,-8,27912,-2759,-17683,-5985,5026,-448,-36280,-35481,-3425,-4224,100.0,10.0,13.8,0.5,16.7,28.4,2.3,41.5,23.0,0.9,8.9,6.7,0.9,81.7,76.5,18.3,23.5,165,15,13,5,15,23,13,25,42,7,18,14,5,86,109,34.5,24.6,46.1,34.7,34.4,23.8,46.0,33.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130910,2013-09-10,099741,CME,00,099,257969,41131,27086,23155,35174,62554,4977,62609,52899,19711,25487,9622,2436,214680,202440,43289,55529,13406,6158,-589,10421,-287,-5336,163,-15197,-2334,8414,-608,182,974,10038,11895,3368,1511,100.0,15.9,10.5,9.0,13.6,24.2,1.9,24.3,20.5,7.6,9.9,3.7,0.9,83.2,78.5,16.8,21.5,167,19,13,17,13,23,12,20,45,21,18,14,6,94,129,28.1,22.6,39.6,32.6,25.7,18.3,34.6,25.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130903,2013-09-03,099741,CME,00,099,244563,34973,27675,12734,35461,67890,4814,77806,55233,11297,26095,9440,1462,204642,190545,39921,54018,-4109,7364,-21964,7943,-273,2094,76,-15574,4389,6561,909,-1977,-160,6846,-3038,-10955,-1071,100.0,14.3,11.3,5.2,14.5,27.8,2.0,31.8,22.6,4.6,10.7,3.9,0.6,83.7,77.9,16.3,22.1,179,17,16,12,13,26,12,30,44,19,17,15,4,101,125,29.5,24.1,39.3,33.4,29.1,22.4,37.7,29.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130827,2013-08-27,099741,CME,00,099,248672,27609,49639,4791,35734,65796,4738,93380,50844,4736,25186,11417,1622,197796,193583,50876,55089,-988,-649,5192,307,-941,1482,-103,323,-3125,189,1663,-1801,-134,655,2007,-1643,-2995,100.0,11.1,20.0,1.9,14.4,26.5,1.9,37.6,20.4,1.9,10.1,4.6,0.7,79.5,77.8,20.5,22.2,171,13,15,9,14,24,11,33,38,15,15,19,5,98,113,33.5,25.8,42.2,35.5,33.5,24.9,41.5,34.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130820,2013-08-20,099741,CME,00,099,249660,28258,44447,4484,36675,64314,4841,93057,53969,4547,23523,13218,1756,197141,191576,52519,58084,23995,-6687,19131,477,145,1414,19,21870,4035,436,338,-346,18,16616,25184,7379,-1189,100.0,11.3,17.8,1.8,14.7,25.8,1.9,37.3,21.6,1.8,9.4,5.3,0.7,79.0,76.7,21.0,23.3,180,16,14,13,15,24,12,38,38,18,16,19,5,108,120,32.4,24.8,40.5,33.6,32.4,24.0,39.9,32.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130813,2013-08-13,099741,CME,00,099,225665,34945,25316,4007,36530,62900,4822,71187,49934,4111,23185,13564,1738,180525,166392,45140,59273,-3061,-6454,-1747,885,-1180,3228,22,5897,-6787,70,304,103,-418,-874,-4644,-2187,1583,100.0,15.5,11.2,1.8,16.2,27.9,2.1,31.5,22.1,1.8,10.3,6.0,0.8,80.0,73.7,20.0,26.3,171,18,12,9,14,23,12,30,39,11,16,19,4,95,112,30.9,23.0,39.0,31.8,30.8,22.2,38.6,31.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130806,2013-08-06,099741,CME,00,099,228726,41399,27063,3122,37710,59672,4800,65290,56721,4041,22881,13461,2156,181399,171036,47327,57690,5769,-4544,10293,-105,-678,598,-8,6928,-7198,987,-460,2141,-506,1614,6202,4155,-433,100.0,18.1,11.8,1.4,16.5,26.1,2.1,28.5,24.8,1.8,10.0,5.9,0.9,79.3,74.8,20.7,25.2,179,19,13,8,15,22,13,33,37,17,18,22,.,106,113,29.5,21.0,38.8,30.2,29.5,20.2,38.4,29.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130730,2013-07-30,099741,CME,00,099,222957,45943,16770,3227,38388,59074,4808,58362,63919,3054,23341,11320,2662,179785,164834,43172,58123,3528,-10943,3927,110,489,1322,195,10729,-4377,-77,1187,-1429,-244,1446,-573,2082,4101,100.0,20.6,7.5,1.4,17.2,26.5,2.2,26.2,28.7,1.4,10.5,5.1,1.2,80.6,73.9,19.4,26.1,167,18,13,8,16,20,12,24,37,13,19,20,.,96,107,32.7,22.2,41.9,31.0,32.7,21.4,40.8,30.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130723,2013-07-23,099741,CME,00,099,219429,56886,12843,3117,37899,57752,4613,47633,68296,3131,22154,12749,2906,178339,165407,41090,54022,-708,-13876,662,-156,1867,2079,-68,4854,239,-136,10,579,98,-7407,3297,6699,-4005,100.0,25.9,5.9,1.4,17.3,26.3,2.1,21.7,31.1,1.4,10.1,5.8,1.3,81.3,75.4,18.7,24.6,167,20,12,10,16,19,10,23,39,15,19,19,4,97,109,32.5,23.9,41.4,32.8,32.5,23.2,40.6,32.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130716,2013-07-16,099741,CME,00,099,220137,70762,12181,3273,36032,55673,4681,42779,68057,3267,22144,12170,2808,185746,162110,34391,58027,-4914,-1242,3464,211,1435,363,515,130,-1908,-1114,2569,-944,123,2627,710,-7541,-5624,100.0,32.1,5.5,1.5,16.4,25.3,2.1,19.4,30.9,1.5,10.1,5.5,1.3,84.4,73.6,15.6,26.4,169,21,12,9,14,21,11,23,41,15,19,18,.,96,111,31.9,23.3,41.2,31.2,31.9,22.5,40.0,30.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130709,2013-07-09,099741,CME,00,099,225051,72004,8717,3062,34597,55310,4166,42649,69965,4381,19575,13114,2685,183119,161400,41932,63651,28987,28232,-1480,1076,1742,-194,-6,-5020,16810,763,1400,450,1599,29786,19018,-799,9969,100.0,32.0,3.9,1.4,15.4,24.6,1.9,19.0,31.1,1.9,8.7,5.8,1.2,81.4,71.7,18.6,28.3,164,20,9,7,14,21,9,25,45,18,15,15,4,88,114,30.2,20.0,39.5,27.7,30.0,19.2,38.3,27.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130702,2013-07-02,099741,CME,00,099,196064,43772,10197,1986,32855,55504,4172,47669,53155,3618,18175,12664,1086,153333,142382,42731,53682,-15587,17175,-20896,-65,474,-1149,-306,-28396,2136,428,962,380,169,-9559,-19303,-6028,3716,100.0,22.3,5.2,1.0,16.8,28.3,2.1,24.3,27.1,1.8,9.3,6.5,0.6,78.2,72.6,21.8,27.4,165,20,10,8,13,21,9,23,44,11,17,17,.,86,110,29.1,19.1,38.1,27.3,29.1,18.3,37.6,26.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130625,2013-06-25,099741,CME,00,099,211651,26597,31093,2051,32381,56653,4478,76065,51019,3190,17213,12284,917,162892,161685,48759,49966,-1680,581,1684,813,-1272,4661,-253,-776,-1957,1134,2077,-801,-185,2119,5096,-3799,-6776,100.0,12.6,14.7,1.0,15.3,26.8,2.1,35.9,24.1,1.5,8.1,5.8,0.4,77.0,76.4,23.0,23.6,175,18,14,9,14,21,10,33,40,9,18,17,4,98,109,26.1,21.3,35.2,31.9,26.1,20.5,35.1,31.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130618,2013-06-18,099741,CME,00,099,213331,26016,29409,1238,33653,51992,4731,76841,52976,2056,15136,13085,1102,160773,156589,52558,56742,-47087,-14040,-3247,-18698,-2074,-399,-786,17280,-8730,-12039,-20658,3075,-729,-51744,-41553,4657,-5534,100.0,12.2,13.8,0.6,15.8,24.4,2.2,36.0,24.8,1.0,7.1,6.1,0.5,75.4,73.4,24.6,26.6,165,16,17,9,15,21,10,35,33,8,15,13,4,96,100,25.2,18.4,35.6,28.7,25.2,17.6,35.3,27.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130611,2013-06-11,099741,CME,00,099,260418,40056,32656,19936,35727,52391,5517,59561,61706,14095,35794,10010,1831,212517,198142,47901,62276,19685,-29550,15147,14403,213,-321,804,22012,-17252,7260,-4373,-4714,1211,11980,16538,7705,3147,100.0,15.4,12.5,7.7,13.7,20.1,2.1,22.9,23.7,5.4,13.7,3.8,0.7,81.6,76.1,18.4,23.9,167,19,16,15,15,21,11,31,37,24,16,12,10,109,118,22.2,18.6,32.8,28.3,21.9,17.0,32.1,25.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130604,2013-06-04,099741,CME,00,099,240733,69606,17509,5533,35514,52712,4713,37549,78958,6835,40167,14724,620,200537,181604,40196,59129,-23479,-25311,3529,3422,-1509,-126,438,368,-27424,2973,-3455,1115,-622,-23696,-16695,217,-6784,100.0,28.9,7.3,2.3,14.8,21.9,2.0,15.6,32.8,2.8,16.7,6.1,0.3,83.3,75.4,16.7,24.6,172,23,14,11,14,21,12,17,48,20,19,15,7,95,127,27.1,18.4,41.2,27.7,27.0,17.5,41.1,26.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130528,2013-05-28,099741,CME,00,099,264212,94917,13980,2111,37023,52838,4275,37181,106382,3862,43622,13609,1242,224233,198299,39979,65913,-982,2847,-250,-1330,-59,3683,-145,-4420,-3995,38,-224,-31,659,-2634,-1371,1652,389,100.0,35.9,5.3,0.8,14.0,20.0,1.6,14.1,40.3,1.5,16.5,5.2,0.5,84.9,75.1,15.1,24.9,177,20,13,9,15,21,10,15,57,20,17,19,6,90,132,32.8,18.2,46.2,27.5,32.8,17.6,46.2,26.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130521,2013-05-21,099741,CME,00,099,265194,92070,14230,3441,37082,49155,4420,41601,110377,3824,43846,13640,583,226867,199670,38327,65524,32777,24315,-376,990,8514,369,-416,-4764,27236,-450,6532,96,-93,34628,27356,-1851,5421,100.0,34.7,5.4,1.3,14.0,18.5,1.7,15.7,41.6,1.4,16.5,5.1,0.2,85.5,75.3,14.5,24.7,176,19,14,8,16,19,11,18,55,17,16,19,6,89,129,31.7,17.5,45.4,27.4,31.7,16.9,45.3,26.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130514,2013-05-14,099741,CME,00,099,232417,67755,14606,2451,28568,48786,4836,46365,83141,4274,37314,13544,676,192239,172314,40178,60103,17820,17297,-3472,194,-268,3376,-2881,1882,12262,497,1904,1307,57,18682,11340,-862,6480,100.0,29.2,6.3,1.1,12.3,21.0,2.1,19.9,35.8,1.8,16.1,5.8,0.3,82.7,74.1,17.3,25.9,171,20,14,6,13,18,9,19,50,20,15,22,6,87,125,27.9,18.9,41.4,28.8,27.7,18.1,41.2,28.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130507,2013-05-07,099741,CME,00,099,214597,50458,18078,2257,28836,45410,7717,44483,70879,3777,35410,12237,619,173557,160974,41040,53623,-8021,-5792,-2370,329,-59,-1539,-1063,-1351,-898,778,4819,-4137,-23,-2362,-8923,-5659,902,100.0,23.5,8.4,1.1,13.4,21.2,3.6,20.7,33.0,1.8,16.5,5.7,0.3,80.9,75.0,19.1,25.0,164,18,15,6,14,17,9,19,48,18,17,16,4,87,114,25.1,18.0,37.2,27.5,24.9,15.7,36.9,25.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130430,2013-04-30,099741,CME,00,099,222618,56250,20448,1928,28895,46949,8780,45834,71777,2999,30591,16374,642,175919,169897,46699,52721,2567,-12049,2913,-1125,209,-3045,-300,7515,4162,370,352,1333,-243,-5271,4065,7838,-1498,100.0,25.3,9.2,0.9,13.0,21.1,3.9,20.6,32.2,1.3,13.7,7.4,0.3,79.0,76.3,21.0,23.7,179,19,15,6,17,17,13,31,44,19,16,20,5,104,118,23.7,18.9,35.3,28.1,23.7,16.8,35.2,25.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130423,2013-04-23,099741,CME,00,099,220051,68299,17535,3053,28686,49994,9080,38319,67615,2629,30239,15041,885,181190,165832,38861,54219,4394,4154,2247,411,-833,-1100,9,872,3681,-468,336,-907,258,4739,4131,-345,263,100.0,31.0,8.0,1.4,13.0,22.7,4.1,17.4,30.7,1.2,13.7,6.8,0.4,82.3,75.4,17.7,24.6,175,20,15,6,16,19,13,22,50,17,16,17,6,95,122,29.3,19.8,40.2,29.1,29.3,17.6,40.1,27.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130416,2013-04-16,099741,CME,00,099,215657,64145,15288,2642,29519,51094,9071,37447,63934,3097,29903,15948,627,176451,161701,39206,53956,-4696,-20545,3128,-489,-309,594,204,14513,-8961,546,36,2532,-75,-6119,-2521,1423,-2175,100.0,29.7,7.1,1.2,13.7,23.7,4.2,17.4,29.6,1.4,13.9,7.4,0.3,81.8,75.0,18.2,25.0,178,22,13,7,18,18,13,21,49,17,20,17,5,99,121,26.7,20.0,39.0,28.5,26.7,17.8,38.9,26.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
